transaction_id,date,client_id,amount_chf,original_currency,direction,type,counterparty_bank,counterparty_entity
TR00001272,2025-09-22,CL000005,3102.48,CHF,Credit,Security,VKBQZWBF,Alpha Group
TR00001273,2025-09-15,CL000005,7441.86,EUR,Credit,Security,VZMKBYLD,Beta Financial Capital
TR00001274,2025-09-24,CL000005,3918.87,GBP,Debit,Cash,,
TR00001275,2025-09-26,CL000005,3633.19,CAD,Debit,Wire Transfer,WWFVBEQK,First Financial Capital
TR00001276,2025-09-28,CL000005,1441.75,CHF,Credit,Cash,CAOZYEMX,Elite Partners
TR00001277,2025-09-03,CL000005,808.33,USD,Credit,Cheque,SZNHLYDG,Global Group
TR00001278,2025-09-25,CL000005,1492.99,CHF,Debit,Security,RYDDDKDT,Global Limited
TR00001279,2025-09-02,CL000005,6876.26,EUR,Credit,Security,MKRUSY04,First Group
TR00001280,2025-09-08,CL000005,3358.32,EUR,Credit,Wire Transfer,TEKHDEH1,First Asset Investments
TR00001281,2025-09-23,CL000005,1422.81,EUR,Debit,Wire Transfer,BNWBSEC5,United Capital
TR00001282,2025-09-12,CL000005,1582.98,AUD,Debit,Security,SZNHLYDG,Elite Trading
TR00001283,2025-09-07,CL000005,2493.16,USD,Debit,Wire Transfer,OXDDIRQT,First Partners
TR00001284,2025-09-14,CL000005,695.26,CHF,Credit,Wire Transfer,GCGOSDFO,Global Capital
TR00001285,2025-09-08,CL000005,270.35,CHF,Debit,Security,HPSFDKWJ,United Investments
TR00001286,2025-09-10,CL000005,508.77,USD,Credit,Security,BIBMSE7T,Omega Limited
TR00001287,2025-09-10,CL000005,1170.97,GBP,Credit,Wire Transfer,CGCHFRWN,First Holdings
